vl,vr,hl,hr,pos_x,pos_y,blink_label
0.024675050031005008,0.0171503414480626,-0.052232658645448904,-0.0519949406489606,-0.5,-0.5,0.0
0.02472170693618536,0.017239455741799636,-0.05209665265269903,-0.05185976843430362,-0.49650709206058136,-0.4993339120258566,0.0
0.024713660268387394,0.01731939246522546,-0.051917980780397666,-0.05171495600947884,-0.49301418412116266,-0.4986678240488174,0.0
0.02465317147319357,0.01738975479045296,-0.051699362813559246,-0.05156185849127071,-0.489521276181744,-0.4980017360595162,0.0
0.02454300907341439,0.01745018511473989,-0.051443839657577095,-0.05140191777221448,-0.4860283682423253,-0.49733564817673975,0.0
0.02438612357615444,0.017500193960983068,-0.05115453490146976,-0.051236409750812006,-0.48253546030290667,-0.49666956017184294,0.0
0.024185645223248065,0.017539157194932542,-0.050834832279073316,-0.051066278817710864,-0.4790425523634879,-0.49600347207046247,0.0
0.02394514869606007,0.017566532859440265,-0.05048867547122976,-0.05089227788837991,-0.47554964442406933,-0.49533738408036704,0.0
0.023668759549083263,0.017582034920777978,-0.05012052098513303,-0.05071522077092838,-0.4720567364846507,-0.4946712961592684,0.0
0.023360897477741616,0.017585551565211355,-0.04973494923479549,-0.05053600893181531,-0.46856382854523193,-0.4940052082241656,0.0
0.02302595636228222,0.017576940606603753,-0.04933640694451591,-0.050355415128037206,-0.46507092060581334,-0.4933391202482019,0.0
0.022668311450213308,0.01755599731190255,-0.0489293678307986,-0.050173947948085273,-0.4615780126663946,-0.4926730328551258,0.0
0.022292594534684296,0.01752264570939205,-0.04851861523480616,-0.04999201301076717,-0.45808510472697594,-0.4920069446054728,0.0
0.021903808480926656,0.017477090432771736,-0.048109175717283126,-0.049810180007910154,-0.45459219678755736,-0.49134085609075445,0.0
0.021507071881814277,0.017419716492315884,-0.0477059079595043,-0.04962922203500375,-0.4510992888481386,-0.49067476831047757,0.0
0.021107289546648644,0.01735086928378543,-0.047313219776394966,-0.04944991161250234,-0.44760638090871996,-0.49000868074688564,0.0
0.02070913749890757,0.0172708098905639,-0.046935200830825585,-0.04927289495730047,-0.44411347296930126,-0.489342592496154,0.0
0.020317304453531415,0.01717989649316537,-0.04657587807388597,-0.049098853353321426,-0.4406205650298826,-0.48867650426080644,0.0
0.019936564794807765,0.01707872869098237,-0.0462391292627406,-0.048928753919509016,-0.4371276570904639,-0.4880104174923468,0.0
0.01957148129220887,0.016968041883703433,-0.045928265892955566,-0.04876385623532309,-0.4336347491510453,-0.4873443287434661,0.0
0.019226043025453776,0.016848483785308288,-0.045645763610122625,-0.0486054661473061,-0.43014184121162663,-0.4866782411937863,0.0
0.01890363484174612,0.016720567895964045,-0.045393429976386956,-0.04845476525259407,-0.42664893327220793,-0.4860121521569525,0.0
0.018607284364130616,0.01658485452482228,-0.04517271546950985,-0.04831292792439035,-0.4231560253327893,-0.48534606411315434,0.0
0.018339763002272913,0.016442095957621472,-0.04498469898675772,-0.048181328752077035,-0.4196631173933706,-0.48467997677541513,0.0
