vl,vr,hl,hr,pos_x,pos_y,blink_label
-0.005986539416812597,-0.007986370987054,-0.10210689226338171,-0.08245966790568038,-0.5,-0.5,0.0
-0.005961338760097745,-0.008023878018617217,-0.10197304719395955,-0.08241099416868636,-0.49908555726374476,-0.4969647752048516,0.0
-0.005936418956283329,-0.008062563203463713,-0.1018351716575473,-0.08236717880455657,-0.4981711145274895,-0.4939295504097032,0.0
-0.00591197410480071,-0.008102041104834992,-0.10169359428359759,-0.08232891566948419,-0.49725667179123423,-0.490894325625563,0.0
-0.005888154126087175,-0.008141906127570611,-0.10154864690489585,-0.08229697309648965,-0.4963422290549791,-0.48785910084269796,0.0
-0.00586533214177809,-0.008181810855800442,-0.10140056086187893,-0.08227195332528137,-0.49542778631872386,-0.48482387631946033,0.0
-0.005844151740443226,-0.00822151407861467,-0.1012495682216964,-0.08225415892610832,-0.49451334358246857,-0.4817886517962227,0.0
-0.005825293588618996,-0.00826083207800099,-0.10109609470042658,-0.08224375748192347,-0.49359890084621333,-0.478753427088748,0.0
-0.005809284354483524,-0.008299559734157622,-0.10094080946234973,-0.08224102512860165,-0.4926844581099581,-0.4757182023759606,0.0
-0.005796607989299818,-0.00833746910587009,-0.10078449702372994,-0.0822463416252246,-0.49177001537370285,-0.4726829780484836,0.0
-0.0057879567014765265,-0.008374385549367203,-0.10062795986306272,-0.08225995373562034,-0.49085557263744767,-0.46964775372553436,0.0
-0.005784259922086088,-0.008410233843978834,-0.10047210989796712,-0.08228184438392383,-0.48994112990119243,-0.46661252857425484,0.0
-0.005786428943906796,-0.0084449878930372,-0.10031813425213143,-0.08231189899347557,-0.4890266871649372,-0.4635773034163469,0.0
-0.005795140487593553,-0.008478590545160869,-0.10016750434907529,-0.08235014975935995,-0.48811224442868195,-0.4605420779637608,0.0
-0.0058109236434136236,-0.0085109511801741,-0.10002179929407501,-0.08239677068146212,-0.48719780169242666,-0.45750685247761064,0.0
-0.005834393080549616,-0.008542021106796721,-0.0998825575438897,-0.08245184029728236,-0.4862833589561714,-0.4544716270377511,0.0
-0.005866269202256413,-0.008571839221886618,-0.09975131991215663,-0.08251520973754689,-0.4853689162199162,-0.4514364016045478,0.0
-0.005907122130804687,-0.008600481479417346,-0.09962975159282289,-0.08258666767560408,-0.484454473483661,-0.4484011761612241,0.0
-0.0059571608518059205,-0.008627980692852824,-0.0995196116945638,-0.08266618262391934,-0.48354003074740576,-0.44536595071601287,0.0
-0.006016329599645542,-0.008654324292927618,-0.09942254223523184,-0.08275389327022487,-0.4826255880111505,-0.44233072650449695,0.0
-0.006084552249294051,-0.008679530065361402,-0.09933989488509154,-0.08284986027988439,-0.4817111452748953,-0.4392955024396415,0.0
-0.006161764644211698,-0.008703692295678314,-0.0992727635345021,-0.08295391780885719,-0.48079670253864004,-0.4362602783983291,0.0
-0.006247673055599423,-0.008726931847010524,-0.09922211410171444,-0.08306582518790029,-0.47988225980238475,-0.43322505436375225,0.0
-0.006341563471095546,-0.008749316672814894,-0.09918878083205046,-0.08318550995778196,-0.4789678170661296,-0.43018983082459933,0.0
-0.006442427165224529,-0.008770860365572078,-0.09917329775821454,-0.08331307540472344,-0.4780533743298744,-0.4271546073683233,0.0
-0.006549243266102678,-0.008791598746031429,-0.09917577850104875,-0.08344857975000897,-0.4771389315936191,-0.4241193809380343,0.0
-0.006661053860410271,-0.008811636901322611,-0.09919600793022693,-0.08359191620813167,-0.47622448885736385,-0.4210841539396706,0.0
-0.006776763383604445,-0.008831100180185014,-0.09923363256298179,-0.08374298488358367,-0.4753100461211086,-0.41804892912184854,0.0
-0.00689498144504419,-0.008850055630912332,-0.09928821314651848,-0.08390193865384254,-0.47439560338485337,-0.41501370484426914,0.0
-0.007014172168375521,-0.008868511468091353,-0.09935910114780361,-0.08406917220801535,-0.4734811606485982,-0.41197847957600015,0.0
-0.007132951563095846,-0.008886494559070687,-0.09944534733267724,-0.0842450656840551,-0.47256671791234295,-0.40894325406426246,0.0
-0.007250169705444731,-0.008904098326213514,-0.09954580652485961,-0.08442982100237573,-0.4716522751760877,-0.405908029906366,0.0
-0.0073647097763744895,-0.00892143456226241,-0.09965932908247233,-0.08462358937295544,-0.47073783243983247,-0.4028728063900132,0.0
-0.00747532452231614,-0.008938555634798936,-0.09978480397714634,-0.08482667733636962,-0.4698233897035772,-0.39983758233434824,0.0
-0.007580776433643133,-0.008955454657529574,-0.09992101574112172,-0.08503950526565218,-0.46890894696732194,-0.396802358090603,0.0
-0.00768012497766607,-0.008972143612199321,-0.1000665270833998,-0.08526233223721735,-0.4679945042310667,-0.3937671335473442,0.0
-0.00777279558406424,-0.00898870181121253,-0.10021975641220182,-0.08549508370485304,-0.4670800614948115,-0.3907319088447686,0.0
-0.007858358274311694,-0.009005228193412512,-0.10037914548413246,-0.08573747879543692,-0.4661656187585563,-0.3876966844434268,0.0
-0.007936334374440968,-0.009021763925170734,-0.10054318805010987,-0.0859892466083374,-0.46525117602230104,-0.3846614601615655,0.0
-0.008006299791766203,-0.009038292881672322,-0.10071028728073794,-0.08625010747069695,-0.4643367332860458,-0.38162623663328205,0.0
