CH1
-2.22E-02
-2.07E-02
-2.05E-02
-2.20E-02
-2.30E-02
-2.22E-02
-2.07E-02
-2.05E-02
-2.20E-02
-2.30E-02
-2.22E-02
-2.07E-02
-2.05E-02
-2.20E-02
-2.30E-02
-2.22E-02
-2.07E-02
-2.05E-02
-2.20E-02
-2.30E-02
-2.22E-02
-2.06E-02
-2.05E-02
-2.20E-02
-2.30E-02
-2.22E-02
-2.06E-02
-2.05E-02
-2.20E-02
-2.30E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.20E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.23E-02
-2.08E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.23E-02
-2.08E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.23E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.21E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.06E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.32E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.32E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.31E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.32E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.32E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.32E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.32E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.32E-02
-2.22E-02
-2.07E-02
-2.07E-02
-2.22E-02
-2.32E-02
-2.22E-02
-2.07E-02
-2.08E-02
-2.23E-02
-2.33E-02
-2.23E-02
-2.08E-02
-2.08E-02
-2.23E-02
-2.33E-02
-2.23E-02
-2.08E-02
-2.08E-02
-2.23E-02
-2.32E-02
-2.23E-02
-2.08E-02
-2.08E-02
-2.23E-02
-2.32E-02
-2.22E-02
-2.08E-02
-2.08E-02
-2.23E-02
-2.32E-02
-2.22E-02
-2.08E-02
-2.08E-02
-2.23E-02
-2.32E-02
-2.22E-02
-2.07E-02
-2.08E-02
-2.23E-02
-2.32E-02
-2.22E-02
-2.07E-02
-2.08E-02
-2.23E-02
-2.32E-02
-2.22E-02
-2.08E-02
-2.08E-02
-2.23E-02
-2.33E-02
-2.23E-02
-2.08E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.10E-02
-2.10E-02
-2.25E-02
-2.35E-02
-2.24E-02
-2.10E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.09E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.24E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.25E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.26E-02
-2.34E-02
-2.23E-02
-2.09E-02
-2.10E-02
-2.26E-02
