vr,vl,hr,hl,pos_x,pos_y,label,cnt
,,,,0.0,0.0,1,131.0
,,,,-0.3,0.3,1,1396.0
,,,,0.0,0.3,1,2237.0
,,,,0.3,0.3,1,2884.0
,,,,-0.3,0.0,1,3480.0
,,,,0.0,0.0,1,3934.0
,,,,0.3,0.0,1,4513.0
,,,,-0.3,-0.3,1,5070.0
,,,,0.0,-0.3,1,5675.0
,,,,0.3,-0.3,1,6089.0
,,,,0.0249640232281985,0.1533786578663404,1,6797.0
,,,,0.0765715145900528,0.1143620343182017,1,7260.0
,,,,0.0392933347838176,-0.3155623990267662,1,7690.0
,,,,0.3121441381998505,-0.0534296207277933,1,8156.0
,,,,-0.0267785980066329,0.152556407105638,1,8479.0
,,,,0.1464563133995723,-0.21134922467455,1,8973.0
,,,,-0.0805220076205275,0.2120118326028768,1,9491.0
,,,,0.021104570268392,-0.1964542584023336,1,10031.0
,,,,-0.3573199976771136,0.2367272727072811,1,10562.0
,,,,0.1201554021631887,0.0168150195728693,1,11027.0
,,,,-0.0018606397338776,0.1824511015175581,1,11599.0
,,,,-0.062186418856495,-0.3129841496937803,1,12175.0
,,,,-0.1072782409448167,-0.0352287186656707,1,12711.0
,,,,0.3631777688031274,-0.1905372704334329,1,13182.0
,,,,-0.0240208743692385,0.2574564951049882,1,13756.0
,,,,0.3373746731934862,-0.238373119879987,1,14336.0
,,,,-0.0074540948850559,0.2856547856801564,1,14842.0
,,,,-0.1724426884314009,0.322799321702423,1,15323.0
,,,,0.1235329532850732,0.0667521153005766,1,15799.0
,,,,0.3979858581560659,0.2155256934495311,1,16188.0
,,,,0.2996475212566913,-0.3970472311894841,1,16659.0
,,,,-0.37943979916132,0.3227528136467427,1,17150.0
,,,,-0.3866606379829102,-0.3469475122077904,1,17512.0
,,,,0.1278330965265734,-0.171612072841238,1,17968.0
,,,,0.3484730095085371,0.0950472213916852,1,18509.0
,,,,0.2139036489823977,-0.3201675719045531,1,18882.0
,,,,0.1421939511436952,0.2825515277305508,1,19532.0
,,,,0.0309743912452717,0.0274144306815398,1,20141.0
,,,,0.169466590203049,0.2300557775893232,1,20804.0
,,,,-0.1082114874430707,0.3743251756883471,1,21064.0
