vr,vl,hr,hl,pos_x,pos_y,label,cnt
,,,,0.0,0.0,1,131.0
,,,,-0.3,0.3,1,1302.0
,,,,0.0,0.3,1,1717.0
,,,,0.3,0.3,1,2131.0
,,,,-0.3,0.0,1,2565.0
,,,,0.0,0.0,1,3016.0
,,,,0.3,0.0,1,3385.0
,,,,-0.3,-0.3,1,3609.0
,,,,0.0,-0.3,1,3981.0
,,,,0.3,-0.3,1,4332.0
,,,,0.1908891083908067,0.378319708156663,1,4702.0
,,,,0.3629231500166069,0.015546931896915892,1,4963.0
,,,,-0.13599125639522844,0.2247725575703015,1,5390.0
,,,,0.05881688224638566,0.3565625464082147,1,5772.0
,,,,-0.3781572084584733,0.21588841172769596,1,6132.0
,,,,-0.24898485476121013,-0.15336170861815976,1,6256.0
,,,,-0.33702317169505225,0.01574868666661307,1,6813.0
,,,,0.1523295129011605,-0.3039149111359856,1,7254.0
,,,,0.1683186690683404,0.19627339672203747,1,7687.0
,,,,-0.12870436927722345,0.09098035946991069,1,8097.0
,,,,-0.22741824322830445,0.11065043265953199,1,8335.0
,,,,0.2841011014318761,-0.3523809193589964,1,8659.0
,,,,0.2958165392378581,-0.09820585090636295,1,9035.0
,,,,-0.12264145806020421,0.2846096083954344,1,9368.0
,,,,-0.21615788193364133,-0.08225239643035162,1,9638.0
,,,,-0.1593740851815954,0.2481730705072304,1,10019.0
,,,,0.24019441749429218,0.2210776497811709,1,10402.0
,,,,0.2688656098265986,0.27631722250869833,1,10801.0
,,,,-0.1591507115910124,0.2996767653223128,1,11066.0
,,,,-0.3626348020531099,-0.34587498840714703,1,11453.0
,,,,-0.2740754176363821,-0.3305279827113089,1,11858.0
,,,,0.20169405336301346,-0.36980030639432193,1,12240.0
,,,,-0.263795812683008,-0.10850383947403199,1,12502.0
,,,,-0.23133052261596787,-0.39482793891570145,1,12910.0
,,,,0.0356293814930293,0.28502785510770756,1,13265.0
,,,,-0.2716893095685606,0.0011522241993700297,1,13658.0
,,,,0.3984592822239083,-0.1826832440367398,1,13896.0
,,,,-0.2581012469862734,-0.22448010887659317,1,14308.0
,,,,0.3522020542405773,-0.3853632167048682,1,14639.0
,,,,-0.27305235637757497,0.10192981369483789,1,15017.0
,,,,-0.1757849551956583,0.3234345131791566,1,15263.0
,,,,0.0006475313529868742,-0.332374051077376,1,15611.0
,,,,-0.3759868380387192,-0.17816754603740736,1,15953.0
,,,,-0.2487469033403915,0.3146375645389431,1,16315.0
,,,,0.3991782815440944,0.19491234592911053,1,16483.0
,,,,-0.02632834013967953,-0.3887981377008916,1,16844.0
,,,,0.1815945411680536,0.34541408230038906,1,17140.0
,,,,0.03973734286808863,-0.37031243081229226,1,17525.0
,,,,0.06279229163292319,0.3177147713388945,1,17743.0
,,,,-0.2127344108134459,0.06865083307267904,1,18104.0
,,,,0.16094476008259323,0.27214731666837083,1,18396.0
,,,,0.28902015136514103,0.05774351419610232,1,18762.0
,,,,0.20436181209426874,-0.01123719625509286,1,18980.0
,,,,-0.227392117995013,0.3685164085224994,1,19324.0
,,,,0.31453876610864545,0.01599240898456268,1,19661.0
,,,,0.18580716024920987,-0.030121696544645558,1,20128.0
,,,,0.20327617224970532,-0.034012434885040695,1,20322.0
,,,,-0.013395917598340468,-0.17465059347094425,1,20654.0
,,,,0.30176577261322207,0.01992130232478407,1,20968.0
,,,,0.10076127537279289,0.3571735125475592,1,21338.0
,,,,0.29040094956678875,0.16524732813749027,1,21652.0
,,,,0.1811916138980675,0.13140211763299195,1,21936.0
,,,,0.2957093758575516,0.32677958797154283,1,22245.0
,,,,-0.03818773532342483,0.1435286497907329,1,22557.0
