0,1,2,3,4,5,6
-0.013021800998679778,-0.007008859832687064,-0.06445230705385252,-0.03161245281735581,-0.5,-0.5,0.0
-0.012968051336935515,-0.006801355822665056,-0.06444566126611362,-0.031848542598677365,-0.49917745148427295,-0.49959406302333476,0.0
-0.012921849154246434,-0.006596603577335325,-0.0644224692710797,-0.03208336144106405,-0.49835490296854595,-0.4991881260466694,0.0
-0.012883381432075347,-0.006394216446074463,-0.06438334658157241,-0.03231693834244165,-0.4975323544528189,-0.49878218907000416,0.0
-0.01285298092845849,-0.006193629116430455,-0.06432883318794735,-0.03254959738837071,-0.4967098059370919,-0.49837625209333886,0.0
-0.01283115814575736,-0.005994426122795937,-0.06425950547199638,-0.03278168403938103,-0.49588725742136486,-0.4979703151253,0.0
-0.012818272280147036,-0.0057963804968277355,-0.06417626955816258,-0.03301321065184315,-0.4950647089056378,-0.4975643781756247,0.0
-0.012814295816645394,-0.005599163409188035,-0.06408038675537903,-0.03324392145333138,-0.4942421603899108,-0.49715844122594943,0.0
-0.012818998486279098,-0.005402143593552511,-0.0639731537859175,-0.03347369986832249,-0.49341961187418376,-0.49675250427627415,0.0
-0.0128322968757143,-0.005204571944938063,-0.06385564107424652,-0.03370276996334781,-0.49259706335845677,-0.4963465673265989,0.0
-0.012854286398582881,-0.005005913452115762,-0.0637288147959702,-0.03393142986601472,-0.4917745148427297,-0.4959406304480792,0.0
-0.012884909535348543,-0.004805883307940684,-0.06359384119463257,-0.034159703104112316,-0.4909519663270026,-0.4955346936033834,0.0
-0.012923714604415382,-0.004604150600712065,-0.063452123563293,-0.03438740822512759,-0.49012941781127556,-0.49512875675868767,0.0
-0.01297003285349596,-0.0044001302473301585,-0.06330499435230336,-0.0346145691577866,-0.48930686929554856,-0.4947228199139919,0.0
-0.013023323944890641,-0.004193159562310922,-0.06315346546384798,-0.03484161681410275,-0.4884843207798215,-0.4943168830219206,0.0
-0.013083209563363063,-0.003982821266344749,-0.06299836224399413,-0.03506911851687933,-0.48766177226409446,-0.4939109459307519,0.0
-0.013149149975625996,-0.003768968105064663,-0.06284063951400759,-0.035297421118915095,-0.48683922374836747,-0.49350500883958315,0.0
-0.013220216056518297,-0.003551411697352014,-0.06268142989490438,-0.0355267091726173,-0.4860166752326404,-0.4930990717484145,0.0
-0.013295279961379747,-0.0033296991172213075,-0.06252174676630656,-0.0357574012290352,-0.4851941267169134,-0.4926931346572458,0.0
-0.013373368947361575,-0.003103278807696064,-0.062362244821565604,-0.035990334651972045,-0.48437157820118637,-0.49228719774135893,0.0
-0.01345369877220004,-0.00287182078402215,-0.062203363652032384,-0.03622647591233413,-0.4835490296854593,-0.49188126091616574,0.0
-0.013535342751115564,-0.0026352461543002748,-0.062045652643841265,-0.03646654352723694,-0.4827264811697323,-0.4914753240909726,0.0
-0.013616995549587452,-0.0023934273650283444,-0.061889827400896325,-0.03671104671419567,-0.4819039326540053,-0.4910693872657794,0.0
-0.013697164100271442,-0.002145981275282982,-0.06173648001143778,-0.036960664892899786,-0.4810813841382783,-0.4906634504132569,0.0
-0.013774535532051935,-0.0018924547691895888,-0.0615858461114715,-0.03721642017929655,-0.48025883562255123,-0.49025751332489537,0.0
-0.013848035914814372,-0.0016326659160728618,-0.06143795418263365,-0.03747937983292887,-0.4794362871068242,-0.4898515762365338,0.0
-0.013916527927357147,-0.0013667531112561138,-0.06129295538427887,-0.03775027416507565,-0.4786137385910972,-0.4894456391481722,0.0
-0.013978598910474593,-0.001094889186567527,-0.06115118415997489,-0.03802953150663829,-0.47779119007537013,-0.4890397020598107,0.0
-0.0140327676682242,-0.0008170778545754653,-0.06101287197073446,-0.03831765486172006,-0.47696864155964314,-0.48863376499822164,0.0
-0.014077859660055037,-0.0005333302921309291,-0.06087791715011637,-0.0386153921197569,-0.4761460930439161,-0.4882278279647261,0.0
-0.014113066970444788,-0.0002439868675930268,-0.060746036366003786,-0.03892343653057945,-0.47532354452818903,-0.4878218909312305,0.0
-0.014137644672611693,5.02592837185456e-05,-0.06061709604004972,-0.03924204320693836,-0.47450099601246204,-0.487415953897735,0.0
