CH1,CH2,CH3,CH4
-2.74E-03,-7.60E-03,2.82E-03,4.22E-03
-2.75E-03,-7.60E-03,2.82E-03,4.22E-03
-2.76E-03,-7.61E-03,2.82E-03,4.22E-03
-2.76E-03,-7.61E-03,2.82E-03,4.22E-03
-2.75E-03,-7.61E-03,2.82E-03,4.22E-03
-2.75E-03,-7.60E-03,2.82E-03,4.22E-03
-2.75E-03,-7.60E-03,2.82E-03,4.22E-03
-2.76E-03,-7.61E-03,2.82E-03,4.22E-03
-2.76E-03,-7.61E-03,2.82E-03,4.22E-03
-2.75E-03,-7.61E-03,2.82E-03,4.22E-03
-2.75E-03,-7.60E-03,2.82E-03,4.22E-03
-2.76E-03,-7.61E-03,2.82E-03,4.22E-03
-2.77E-03,-7.61E-03,2.82E-03,4.22E-03
-2.77E-03,-7.61E-03,2.82E-03,4.22E-03
-2.76E-03,-7.61E-03,2.82E-03,4.23E-03
-2.76E-03,-7.61E-03,2.82E-03,4.23E-03
-2.76E-03,-7.61E-03,2.82E-03,4.23E-03
-2.77E-03,-7.61E-03,2.82E-03,4.22E-03
-2.77E-03,-7.61E-03,2.82E-03,4.23E-03
-2.77E-03,-7.61E-03,2.82E-03,4.23E-03
-2.76E-03,-7.61E-03,2.82E-03,4.23E-03
-2.77E-03,-7.61E-03,2.82E-03,4.23E-03
-2.78E-03,-7.62E-03,2.82E-03,4.23E-03
-2.78E-03,-7.62E-03,2.82E-03,4.23E-03
-2.77E-03,-7.61E-03,2.82E-03,4.23E-03
-2.77E-03,-7.61E-03,2.82E-03,4.23E-03
-2.78E-03,-7.61E-03,2.82E-03,4.23E-03
-2.78E-03,-7.62E-03,2.82E-03,4.23E-03
-2.78E-03,-7.62E-03,2.83E-03,4.23E-03
-2.78E-03,-7.62E-03,2.83E-03,4.23E-03
-2.77E-03,-7.61E-03,2.83E-03,4.23E-03
-2.78E-03,-7.62E-03,2.82E-03,4.23E-03
-2.79E-03,-7.62E-03,2.83E-03,4.23E-03
-2.79E-03,-7.62E-03,2.83E-03,4.23E-03
-2.78E-03,-7.62E-03,2.83E-03,4.23E-03
-2.78E-03,-7.62E-03,2.83E-03,4.23E-03
-2.79E-03,-7.62E-03,2.83E-03,4.23E-03
-2.79E-03,-7.62E-03,2.83E-03,4.22E-03
-2.79E-03,-7.62E-03,2.83E-03,4.22E-03
-2.78E-03,-7.62E-03,2.83E-03,4.23E-03
-2.78E-03,-7.62E-03,2.83E-03,4.23E-03
-2.79E-03,-7.62E-03,2.83E-03,4.22E-03
-2.80E-03,-7.62E-03,2.83E-03,4.22E-03
-2.80E-03,-7.62E-03,2.83E-03,4.22E-03
-2.79E-03,-7.62E-03,2.83E-03,4.22E-03
-2.79E-03,-7.62E-03,2.83E-03,4.22E-03
-2.79E-03,-7.62E-03,2.83E-03,4.22E-03
-2.80E-03,-7.62E-03,2.84E-03,4.21E-03
-2.80E-03,-7.62E-03,2.84E-03,4.21E-03
-2.79E-03,-7.61E-03,2.84E-03,4.21E-03
-2.79E-03,-7.61E-03,2.85E-03,4.20E-03
-2.79E-03,-7.61E-03,2.85E-03,4.20E-03
-2.80E-03,-7.61E-03,2.85E-03,4.19E-03
-2.79E-03,-7.61E-03,2.86E-03,4.19E-03
-2.78E-03,-7.60E-03,2.86E-03,4.19E-03
-2.78E-03,-7.60E-03,2.86E-03,4.18E-03
-2.78E-03,-7.60E-03,2.87E-03,4.18E-03
-2.79E-03,-7.60E-03,2.87E-03,4.17E-03
-2.78E-03,-7.60E-03,2.88E-03,4.16E-03
-2.77E-03,-7.59E-03,2.88E-03,4.16E-03
-2.77E-03,-7.58E-03,2.88E-03,4.16E-03
-2.77E-03,-7.58E-03,2.89E-03,4.15E-03
-2.77E-03,-7.58E-03,2.89E-03,4.14E-03
-2.77E-03,-7.58E-03,2.90E-03,4.14E-03
-2.76E-03,-7.58E-03,2.90E-03,4.13E-03
-2.75E-03,-7.57E-03,2.90E-03,4.13E-03
-2.76E-03,-7.57E-03,2.91E-03,4.12E-03
-2.76E-03,-7.57E-03,2.91E-03,4.12E-03
-2.76E-03,-7.57E-03,2.92E-03,4.11E-03
-2.75E-03,-7.57E-03,2.92E-03,4.11E-03
-2.75E-03,-7.56E-03,2.92E-03,4.11E-03
-2.75E-03,-7.57E-03,2.93E-03,4.10E-03
-2.76E-03,-7.57E-03,2.93E-03,4.09E-03
-2.76E-03,-7.57E-03,2.94E-03,4.09E-03
-2.75E-03,-7.57E-03,2.94E-03,4.09E-03
-2.75E-03,-7.57E-03,2.95E-03,4.08E-03
-2.76E-03,-7.57E-03,2.95E-03,4.08E-03
-2.77E-03,-7.57E-03,2.96E-03,4.08E-03
-2.77E-03,-7.58E-03,2.96E-03,4.07E-03
-2.76E-03,-7.58E-03,2.96E-03,4.07E-03
