vl,vr,hl,hr,pos_x,pos_y,blink_label
0.39817804234651744,0.39713214279430703,0.4560740104784222,0.5776961299909597,-0.5,-0.5,0.0
0.39845236413661866,0.39739242413642223,0.45603191867555437,0.5776098587459814,-0.49650709206058136,-0.4993339120258566,0.0
0.3986713640982102,0.3976429939238467,0.4560328702792006,0.5775333539623998,-0.49301418412116266,-0.4986678240488174,0.0
0.39883730416255325,0.39788345582811097,0.45607414508889066,0.5774652602198878,-0.489521276181744,-0.4980017360595162,0.0
0.39895295333963293,0.3981134527472031,0.4561527017828734,0.57740413532209,-0.4860283682423253,-0.49733564817673975,0.0
0.39902126262522064,0.3983324957060591,0.45626541635487433,0.5773487030664115,-0.48253546030290667,-0.49666956017184294,0.0
0.39904536275130553,0.3985399610737729,0.4564089046529071,0.5772980187578417,-0.4790425523634879,-0.49600347207046247,0.0
0.3990288288908911,0.39873530739784147,0.45657922257708977,0.5772513291762825,-0.47554964442406933,-0.49533738408036704,0.0
0.3989757870915883,0.39891824915047897,0.4567719132003016,0.5772078202087331,-0.4720567364846507,-0.4946712961592684,0.0
0.3988906575434151,0.3990886750251866,0.4569823956877208,0.5771665900835835,-0.46856382854523193,-0.4940052082241656,0.0
0.39877783462268385,0.3992464433443526,0.457206222893361,0.5771268657384312,-0.46507092060581334,-0.4933391202482019,0.0
0.39864169407443567,0.39939134988473496,0.4574389206781556,0.5770881382791273,-0.4615780126663946,-0.4926730328551258,0.0
0.398486868190816,0.39952331918571005,0.4576757052775092,0.5770500017809581,-0.45808510472697594,-0.4920069446054728,0.0
0.39831836033751167,0.3996425563933471,0.4579115497063776,0.5770118862459462,-0.45459219678755736,-0.49134085609075445,0.0
0.3981412896093069,0.3997494470315639,0.45814159485832345,0.5769730182722113,-0.4510992888481386,-0.49067476831047757,0.0
0.3979605613188643,0.39984433701103506,0.4583614324924003,0.5769326250326705,-0.44760638090871996,-0.49000868074688564,0.0
0.3977808519944696,0.39992748793132393,0.45856697251886147,0.5768900600035676,-0.44411347296930126,-0.489342592496154,0.0
0.39760685085731373,0.39999925849038664,0.4587541875588902,0.5768446415938874,-0.4406205650298826,-0.48867650426080644,0.0
0.39744333279937316,0.4000602488063159,0.4589191994267479,0.5767954023773683,-0.4371276570904639,-0.4880104174923468,0.0
0.3972948610992437,0.40011119479875473,0.4590586961974515,0.57674108246701,-0.4336347491510453,-0.4873443287434661,0.0
0.3971654253471982,0.40015274470288786,0.4591702017951531,0.5766803757085104,-0.43014184121162663,-0.4866782411937863,0.0
0.3970584109024201,0.4001854125413343,0.45925190822661655,0.5766121001967587,-0.42664893327220793,-0.4860121521569525,0.0
0.3969768459013564,0.40020975914693996,0.45930236458215845,0.576535081250365,-0.4231560253327893,-0.48534606411315434,0.0
0.39692350226849243,0.4002265373303767,0.4593204915317629,0.5764479439715527,-0.4196631173933706,-0.48467997677541513,0.0
0.3969006465434183,0.40023658814020774,0.45930591624939665,0.5763491488278283,-0.41617020945395194,-0.484013889169985,0.0
0.3969097387273302,0.40024062010055317,0.45925915779602566,0.5762372788052521,-0.4126773015145332,-0.4833478008021293,0.0
0.3969514663045361,0.4002391660765128,0.45918138140928216,0.5761112489940201,-0.4091843935751146,-0.4826817125663405,0.0
0.3970260525660192,0.4002327681982088,0.4590740207940587,0.5759702236113107,-0.40569148563569596,-0.48201562477875187,0.0
0.3971334132750131,0.4002221272885028,0.4589387364687673,0.5758134300029775,-0.4021985776962772,-0.48134953624587057,0.0
0.397272959054919,0.40020800360656045,0.4587777011257335,0.5756401929883125,-0.3987056697568586,-0.48068344828050286,0.0
0.39744334452891983,0.40019100067021957,0.4585937390594818,0.5754501909546584,-0.39521276181743986,-0.4800173602604625,0.0
0.3976425529806459,0.4001715266982523,0.4583900372950953,0.5752436047808546,-0.3917198538780212,-0.4793512732359097,0.0
0.3978682553148206,0.4001499840071234,0.4581697277940668,0.5750209541462067,-0.3882269459386026,-0.4786851857614352,0.0
0.39811801552902065,0.4001269227234428,0.4579358102906596,0.5747828276871261,-0.3847340379991839,-0.47801909690073296,0.0
0.39838913798727876,0.40010294555234854,0.4576914098673753,0.574529847276872,-0.38124113005976523,-0.4773530085554243,0.0
0.39867845565671606,0.4000784953042214,0.45743990094430326,0.5742628773591816,-0.37774822212034653,-0.476686920733373,0.0
0.3989824459284177,0.4000538196710547,0.45718462100966034,0.5739831505879803,-0.3742553141809279,-0.4760208326765277,0.0
0.3992976108573276,0.40002916354749934,0.45692847780303586,0.5736920971260772,-0.37076240624150925,-0.47535474475579176,0.0
0.39962069326938066,0.4000049252277447,0.45667391896871834,0.5733910739186415,-0.36726949830209055,-0.47468865784788467,0.0
0.3999485239468226,0.3999815631973613,0.4564232530973985,0.5730813270385117,-0.36377659036267185,-0.47402257107870227,0.0
0.40027779817504583,0.39995938520969593,0.45617884698699346,0.5727641977649098,-0.3602836824232532,-0.47335648169653055,0.0
0.400605166592963,0.3999385141330455,0.45594291464696046,0.5724412497985565,-0.35679077448383456,-0.472690393995795,0.0
0.40092757765244386,0.3999190808656677,0.45571719259072496,0.57211411163299,-0.35329786654441586,-0.4720243057261992,0.0
0.4012424482161069,0.39990138065843855,0.4555029624182497,0.5717842301997917,-0.3498049586049972,-0.47135821726974103,0.0
0.4015474647353888,0.39988577957904264,0.4553014064642878,0.5714528618230412,-0.3463120506655785,-0.47069212942749283,0.0
0.4018403179988446,0.39987250282771064,0.455113824140444,0.571121304110851,-0.3428191427261599,-0.47002604135181736,0.0
0.4021187568548219,0.39986159941640526,0.4549414307091299,0.5707910431192885,-0.3393262347867412,-0.4693599525319389,0.0
0.4023808961576233,0.3998531335390703,0.4547850383179437,0.5704636092303575,-0.3358333268473225,-0.4686938644184241,0.0
0.40262535409463535,0.3998473390078619,0.4546450825023334,0.5701403382964512,-0.3323404189079039,-0.46802777790360717,0.0
0.40285102237608555,0.3998445235286111,0.4545219805031382,0.5698223665182831,-0.32884751096848513,-0.46736168807667755,0.0
