vr,vl,hr,hl,pos_x,pos_y,label,cnt
,,,,0.0,0.0,1,131.0
,,,,-0.3,0.3,1,981.0
,,,,0.0,0.3,1,1358.0
,,,,0.3,0.3,1,1736.0
,,,,-0.3,0.0,1,2100.0
,,,,0.0,0.0,1,2546.0
,,,,0.3,0.0,1,2806.0
,,,,-0.3,-0.3,1,3165.0
,,,,0.0,-0.3,1,3506.0
,,,,0.3,-0.3,1,3868.0
,,,,-0.2669227092918063,0.053989188903508754,1,4131.0
,,,,0.03147231471705201,0.38047324910678765,1,4546.0
,,,,0.12388111163079643,0.2857336229851321,1,4908.0
,,,,0.013313326916279244,-0.3640477476577042,1,5278.0
,,,,-0.3134201765098741,-0.20709517622940185,1,5473.0
,,,,-0.16562589759353408,0.16240599380761336,1,5830.0
,,,,-0.12301691620161063,0.03406678618942338,1,6156.0
,,,,0.3164329746676916,0.23242717700235857,1,6408.0
,,,,-0.08001010640467063,0.19070401910969553,1,6591.0
,,,,-0.30609027730479443,-0.20077816677473703,1,6835.0
,,,,0.3397946593246667,-0.05869354700977338,1,7095.0
,,,,-0.3771386377266436,0.12536270019823945,1,7368.0
,,,,0.1873937886214609,-0.2808610307392492,1,7567.0
,,,,0.2417372431784961,-0.22426910373300524,1,7863.0
,,,,0.3022039062285364,-0.08743421546447476,1,8136.0
,,,,0.3414910010371964,0.33621882765155914,1,8421.0
,,,,0.11862468543861215,-0.22448087026926555,1,8670.0
,,,,-0.23552825394446497,0.007503256996483682,1,8994.0
,,,,-0.10217890548518663,0.2877966986148563,1,9288.0
,,,,-0.10484087079373569,0.1367740847290155,1,9562.0
,,,,-0.13384889813750891,0.33981503489987197,1,9741.0
,,,,0.12429466007837657,-0.07481190961625496,1,10130.0
,,,,-0.07468956297421077,0.23887526664797304,1,10433.0
,,,,-0.011358570653916189,-0.3381405414513575,1,10735.0
,,,,-0.0759919224648102,0.09718782825425556,1,11033.0
,,,,-0.10903915574845388,-0.34913656193127524,1,11342.0
,,,,0.31584535959827315,0.17335273521269792,1,11635.0
,,,,0.38170443408109006,-0.21896254827932507,1,11851.0
,,,,-0.3914210175563951,0.24889450040795758,1,12148.0
,,,,0.3232677321982299,0.004402392465017534,1,12458.0
,,,,0.09813410336869177,0.3846166447132103,1,12783.0
,,,,0.3260278345481925,0.3844568877190241,1,12965.0
,,,,-0.29439243988930885,-0.3457116189728757,1,13270.0
,,,,0.043556404162391704,0.08535727451445405,1,13560.0
,,,,0.3945523066178668,-0.08548298383572969,1,13819.0
,,,,0.38848183360797056,0.3864359890965637,1,13986.0
,,,,-0.007807389726649028,0.20667492880406638,1,14255.0
,,,,0.09283247478196274,0.1397070561167236,1,14569.0
,,,,-0.25903252760190504,0.11690431090461281,1,14852.0
,,,,-0.17514576889628514,-0.3175940214802877,1,15121.0
,,,,-0.15936451473557148,-0.35815194372121684,1,15303.0
,,,,-0.03835574957650252,-0.10260879129117452,1,15584.0
,,,,0.18766708419193173,0.05228438073961372,1,15919.0
,,,,0.3280078143311426,-0.08721897007237973,1,16193.0
,,,,-0.25938852858818323,0.26512805703264003,1,16453.0
,,,,-0.06720247589431372,0.16447442884770086,1,16664.0
,,,,-0.08938249550601887,-0.13276404605587236,1,16949.0
,,,,0.24055781270841425,-0.09744216491699467,1,17202.0
,,,,0.27063722414210156,0.24672151927995462,1,17475.0
,,,,-0.29657748686531527,-0.07284429222427238,1,17659.0
,,,,-0.38206320210934575,-0.31199495164742164,1,17929.0
,,,,0.2307574634438172,0.17259634990540612,1,18167.0
,,,,0.1054708626115394,0.2102370828079706,1,18475.0
,,,,0.047140853593401214,-0.06956823054132737,1,18608.0
,,,,-0.35667060944189616,0.08990647316790157,1,18853.0
,,,,0.0725679321601218,0.274623195564418,1,19148.0
,,,,0.09891391077142223,0.06552293359528241,1,19455.0
,,,,0.2684133163550775,0.28563928176887143,1,19717.0
,,,,-0.32540458093080815,0.38093558864048177,1,19837.0
,,,,0.35836025222947593,-0.22517584561162327,1,20131.0
,,,,-0.336768254686368,-0.22230159622874035,1,20382.0
,,,,-0.015694438170656168,0.025391610642756114,1,20711.0
,,,,-0.20133058004767052,0.3292266370378992,1,20966.0
,,,,-0.1959604207657973,-0.1124268743549309,1,21115.0
,,,,0.01651084101509497,-0.31421497865518055,1,21401.0
,,,,0.1656582413744509,-0.05336591171621576,1,21709.0
