vertical_left,vertical_right,horizontal,pos_x,pos_y,label,cnt
-0.1279324666896956,0.7798562679135658,-3.404537547047547,0.0,0.0,1,131.0
-0.02313670546207637,-0.030234601808617503,-0.8782062164800705,-0.3,0.3,1,1921.0
0.07088235759016794,0.5443495676119622,-2.9257808739442,0.0,0.3,1,2314.0
0.06411805058090042,0.9781401332467157,-3.8643698240314683,0.3,0.3,1,2567.0
0.0017170705899347111,0.9478312432909815,-3.9074608228059726,-0.3,0.0,1,2691.0
-0.16759989974960737,1.299878947018684,-5.552906907281782,0.0,0.0,1,2944.0
-0.17849589802911844,1.4979042634442337,-7.039995753081417,0.3,0.0,1,3222.0
-0.4179365734941763,1.8635486096934417,-8.324304406083419,-0.3,-0.3,1,3547.0
-0.6396123385385972,2.0791829814720546,-9.538036981821097,0.0,-0.3,1,3871.0
-0.6625852341458571,2.216154636551303,-10.04711983231701,0.3,-0.3,1,4073.0
-0.5528932130829747,2.5973767965741335,-10.516652949050084,-0.23410521867703582,0.1769336422766432,1,4312.0
-0.7863245019380433,2.39481990938803,-10.89348568088812,-0.15011206192348786,-0.29824804003471583,1,4561.0
-0.376588608200719,2.6414471291433124,-11.2429198577084,0.34530379557493857,0.3437825363040766,1,4824.0
-0.24685001370657683,2.658691866438747,-11.263321297287181,-0.36308336424285803,-0.21018913266477368,1,4948.0
-0.49199322860977057,2.6082536698581116,-11.565570958595394,-0.35948860007528627,-0.3724646799472647,1,5220.0
-0.5878186934411876,2.5564242551777148,-11.45433196767472,-0.11277916261240155,-0.23115061050550223,1,5549.0
-0.6674845861378332,2.5478250709956964,-11.603733226723918,-0.3443548665851465,-0.2506805786985798,1,5861.0
-0.2777133631654486,2.784322104947477,-11.586210436473223,-0.2946789482376738,0.38711208669494745,1,6132.0
-0.17102678171686303,2.7731206668519346,-12.714131644851026,0.0807535933626582,0.3040419111709064,1,6481.0
-0.3150793620956036,2.6470353563629025,-13.07065180862063,0.0015225505547705076,0.09568746858935147,1,6863.0
-0.2384092978367136,2.7130263692396173,-13.165358636693151,0.021020442126778782,0.27849465791255706,1,7158.0
-0.3440008728141267,2.43530240892826,-9.614995075118467,-0.29280076115504927,0.14463649397593795,1,7521.0
-0.4777824541034128,2.232630971483758,-9.641630754929514,0.10835040594106023,-0.2045462235394557,1,7755.0
-0.6130617910225212,2.4445046698795427,-10.525170006447652,0.20267096728862927,-0.30268019174508043,1,8503.0
-0.6204212677811589,2.453720340165519,-10.642177914104602,-0.028579585480654666,0.1399527572789172,1,8627.0
-0.39623456523632494,2.752356981904241,-11.267327574776282,-0.2705855200059976,-0.3891462945363906,1,8944.0
-0.42768113290550597,2.089370480610059,-9.029965367800052,-0.10324708861366413,-0.3748117942116102,1,9359.0
0.10042011309528157,1.3122230206495393,-4.5561515313236685,-0.2151397137965839,0.33275936875392376,1,9833.0
-0.0571229252286466,1.843406192938738,-7.244311051000811,-0.2398821089802725,0.24652275649479363,1,10133.0
-0.1708998375411927,1.9293561698034039,-8.041211183372049,-0.3406882126308116,0.06509085908018833,1,10361.0
-0.24414211073712144,2.1330256364990405,-8.695551382554678,-0.07242811452437756,-0.2483650504484035,1,10704.0
-0.361367487270167,2.140478697919765,-9.038886461511408,0.008769909881241312,-0.26196991248545665,1,11021.0
