vertical_left,vertical_right,horizontal,pos_x,pos_y,label,end_cnt
0.036525706590129214,-0.1289787554110411,0.046855305565481065,0.0,0.0,1,
0.07335058045690804,-0.15050697269868019,0.017232011856674334,0.0,0.0,1,
0.1100268659148633,-0.17177372841772898,-0.01209283104981751,0.0,0.0,1,
0.14623573057540376,-0.19263012618378483,-0.0409058084504324,0.0,0.0,1,
0.18167429219582282,-0.2129346671504856,-0.0690042071824215,0.0,0.0,1,
0.21606064499689326,-0.23255532251827138,-0.09619925133753926,0.0,0.0,1,
0.24914654113638093,-0.2513733229524695,-0.12232156792507665,0.0,0.0,1,
0.28072229214556876,-0.2692852573453475,-0.14722434435082005,0.0,0.0,1,
0.310610789316778,-0.2862024980621186,-0.17078251856790516,0.0,0.0,1,
0.3386643331028567,-0.3020513166911709,-0.19289245951476658,0.0,0.0,1,
0.3647696640105176,-0.31677457375392515,-0.21347426538005643,0.0,0.0,1,
0.38884998890601624,-0.3303322704467093,-0.2324727830954748,0.0,0.0,1,
0.41085754213956993,-0.3427001164428012,-0.2498553169285947,0.0,0.0,1,
0.43076746166365726,-0.35386809626644644,-0.2656094000598047,0.0,0.0,1,
0.44857945768042584,-0.36384025360125527,-0.27974258178008193,0.0,0.0,1,
0.46431872084348735,-0.3726345800450087,-0.29228187616962137,0.0,0.0,1,
0.47803028633666006,-0.3802811315328225,-0.30327106606934523,0.0,0.0,1,
0.4897730003792199,-0.3868196272705515,-0.31276764124351514,0.0,0.0,1,
0.4996193324952707,-0.392298490316384,-0.32084119583025705,0.0,0.0,1,
0.5076565965561608,-0.3967740984632123,-0.3275722215331789,0.0,0.0,1,
0.5139833124093891,-0.40030910892138727,-0.3330496698784463,0.0,0.0,1,
0.5187040923563362,-0.4029703849393329,-0.33736792691498735,0.0,0.0,1,
0.5219287081281547,-0.40482760575935584,-0.3406250521190632,0.0,0.0,1,
0.5237731478248165,-0.4059525755934906,-0.3429215491952825,0.0,0.0,1,
0.5243574288062575,-0.40641803014053457,-0.34435837463595714,0.0,0.0,1,
0.5238014502008704,-0.4062959496656804,-0.3450347062307485,0.0,0.0,1,
