vertical_left,vertical_right,horizontal,pos_x,pos_y,label,cnt
0.004448368374498936,1.2541872711322954,-0.02767494392162461,0.0,0.0,1,130.0
0.5150197258878381,2.4344669994049477,0.2501548504760062,-0.3,0.3,1,1879.0
1.0707417902433938,3.40671909594023,0.722415146472954,0.0,0.3,1,2365.0
1.7117288671834257,4.54137371227455,1.2990995759841697,0.3,0.3,1,2903.0
2.372638834172338,5.710564685396059,1.8937575374440343,-0.3,0.0,1,3447.0
2.8756253979340323,6.4629310922257055,2.3551506237049153,0.0,0.0,1,3816.0
3.56164746182465,7.388984577827436,2.985870524317526,0.3,0.0,1,4280.0
4.366328488041299,8.344472718444546,3.690989401567855,-0.3,-0.3,1,4766.0
5.232705040676548,9.212349277433859,4.486080493882564,0.0,-0.3,1,5338.0
5.918126391374293,9.886901441140001,5.180470881709071,0.3,-0.3,1,5798.0
6.77360333048545,10.764284995996325,6.01960685457241,-0.18614401074698214,-0.0364656451282321,1,6407.0
7.544895241825119,11.49825869987549,6.795699994843728,0.05752920144378777,0.1177134047711331,1,6968.0
8.213820542299345,12.199983352771381,7.456090137358098,-0.29581818267867144,0.0025573026267717105,1,7492.0
8.649369682332598,12.598503146064559,7.914512204888072,0.2890982753142758,-0.27058844100414503,1,7857.0
9.50770390154634,13.500630597218901,8.770095754956674,0.3435160894103692,-0.054731269869592425,1,8523.0
10.143422881306762,14.110149179676066,9.398410722476399,-0.15635757177826334,-0.23122654580806012,1,9171.0
10.60661980041772,14.600066149596968,9.884153544583077,0.06454695525907787,-0.19224286757791376,1,9640.0
11.29877239562919,15.262490877780213,10.500451923464535,-0.12580530536895376,0.014197748625347294,1,10305.0
11.910936206190087,15.900012710281894,11.199713458869098,0.32191702595695676,-0.19815278009401077,1,10908.0
12.399984777081176,16.39997066770765,11.690207005169052,-0.22577451297859819,0.19200496260631514,1,11465.0
12.799599895083992,16.79935181071282,12.03915742837227,-0.31681164442962667,0.24783168491304491,1,11892.0
13.400328898828247,17.375833752983873,12.637024422191843,0.0711203932338357,-0.18073944628674152,1,12548.0
13.899974208376545,17.90001766432675,13.11889172701796,-0.29860936362054974,0.0858397062851227,1,13205.0
14.399810329180944,18.370057824356774,13.650907332522342,0.34160470256853354,0.23290497819768902,1,13862.0
14.735922128036155,18.72024257429896,13.99013407168974,-0.16643453443678694,-0.12953830137789177,1,14446.0
14.798782883858626,18.799067122210523,14.102333232023874,0.05600005611408676,-0.1811523452031383,1,14546.0
