vertical_left,vertical_right,horizontal,pos_x,pos_y,label,end_cnt
0.05265258359219219,-0.42013377685577724,-0.42626004836567727,0.0,0.0,1,
0.09283206331160004,-0.4230927245093552,-0.43576295114986296,0.0,0.0,1,
0.1326558862098058,-0.42580342568167284,-0.4449088293688591,0.0,0.0,1,
0.17180083259631454,-0.4281977880463833,-0.4535830995269774,0.0,0.0,1,
0.20996162828125498,-0.4302104760392847,-0.4616769845089581,0.0,0.0,1,
0.24685544840069573,-0.43178013102872226,-0.46908936484457014,0.0,0.0,1,
0.2822347929636627,-0.4328522672710014,-0.47573093239364206,0.0,0.0,1,
0.3158928543656909,-0.43338060985018134,-0.48152597005173686,0.0,0.0,1,
0.3476571739847306,-0.433326066440011,-0.48641087118819415,0.0,0.0,1,
0.37738614745962473,-0.43265606461723866,-0.49033336714138576,0.0,0.0,1,
0.404974639838903,-0.4313459223239946,-0.49325410246602375,0.0,0.0,1,
0.43035640015354204,-0.4293795667409048,-0.49514743848464227,0.0,0.0,1,
0.45349651783936973,-0.4267481777106702,-0.49599947349665896,0.0,0.0,1,
0.4743848089664888,-0.4234489207945516,-0.4958060692135599,0.0,0.0,1,
0.4930373237245177,-0.41948542769999764,-0.4945730124702903,0.0,0.0,1,
0.5094975782031947,-0.41486803810064643,-0.4923162388288105,0.0,0.0,1,
0.5238303650767391,-0.40961247068906775,-0.48906009017179664,0.0,0.0,1,
0.5361147976411761,-0.40373862291211843,-0.48483516574497276,0.0,0.0,1,
0.5464439448173014,-0.3972703880740572,-0.47967803100146256,0.0,0.0,1,
0.5549257121385786,-0.3902356050342129,-0.47363140355711,0.0,0.0,1,
0.5616786004062936,-0.38266530288818407,-0.4667428744938896,0.0,0.0,1,
0.566826232756036,-0.37459256474434155,-0.4590632537916257,0.0,0.0,1,
0.5704961556498405,-0.36605204140365694,-0.4506461823736499,0.0,0.0,1,
0.5728207247603333,-0.35708008163976707,-0.4415483742311391,0.0,0.0,1,
0.57393484323549,-0.3477140783698235,-0.4318284835409941,0.0,0.0,1,
0.5739719892900106,-0.33799149830261027,-0.42154567261429643,0.0,0.0,1,
0.5730630018292264,-0.3279495160666557,-0.41075940893986473,0.0,0.0,1,
0.5713365767487482,-0.3176248068413809,-0.3995294380071506,0.0,0.0,1,
0.56891799199911,-0.30705325141656276,-0.3879150776759204,0.0,0.0,1,
0.5659267711778209,-0.29626910500105824,-0.3759741419326439,0.0,0.0,1,
0.5624755617433739,-0.2853045453765288,-0.363762509046215,0.0,0.0,1,
0.5586700241638244,-0.2741899081526236,-0.35133413390118357,0.0,0.0,1,
0.55460856325305,-0.2629535506156258,-0.3387405940298953,0.0,0.0,1,
0.5503811862230534,-0.25162169995641276,-0.3260305210848573,0.0,0.0,1,
0.5460686931796043,-0.24021859144080643,-0.3132490672892486,0.0,0.0,1,
0.5417428999852126,-0.2287666968402366,-0.30043755573063924,0.0,0.0,1,
0.5374666204600032,-0.21728699476221414,-0.2876335124965823,0.0,0.0,1,
0.5332934474373621,-0.2057992342258605,-0.2748705197887502,0.0,0.0,1,
0.52926782723383,-0.1943221426238123,-0.2621780875744738,0.0,0.0,1,
0.5254252657869857,-0.1828733773789823,-0.24958184344345616,0.0,0.0,1,
0.5217926567968011,-0.17146952531352927,-0.2371038357327042,0.0,0.0,1,
0.5183887227525816,-0.1601263516830681,-0.224762896957241,0.0,0.0,1,
0.5152245604160277,-0.1488587423732271,-0.21257501494927056,0.0,0.0,1,
0.5123042831275195,-0.13768054148677322,-0.200553659561932,0.0,0.0,1,
0.5096257531752475,-0.12660458888131415,-0.1887098616107849,0.0,0.0,1,
0.5071813983853548,-0.1156426060484883,-0.17705234606956236,0.0,0.0,1,
0.5049592597406936,-0.1048053872482052,-0.16558792008691467,0.0,0.0,1,
0.5029437613045875,-0.09410314636343342,-0.15432155852368803,0.0,0.0,1,
0.5011163014773147,-0.08354506221265601,-0.14325638899883794,0.0,0.0,1,
0.49945642193341067,-0.07313908741678199,-0.13239388128653828,0.0,0.0,1,
0.4979429459790845,-0.06289232788737886,-0.1217340419341767,0.0,0.0,1,
0.496554630509502,-0.05281093516171925,-0.11127556747286133,0.0,0.0,1,
0.49527043362830936,-0.042899869431137216,-0.10101575867608667,0.0,0.0,1,
0.4940701074071068,-0.03316284212168813,-0.09095050386836653,0.0,0.0,1,
0.49293526851380487,-0.02360224278773887,-0.08107453797970288,0.0,0.0,1,
0.49184973443410285,-0.014218855750008919,-0.07138142626324576,0.0,0.0,1,
0.4907991270301886,-0.005011677344721188,-0.06186348091971952,0.0,0.0,1,
0.4897709591284924,0.00402195675280187,-0.05251192171589619,0.0,0.0,1,
0.4887550546093175,0.012886482528756682,-0.04331708765513767,0.0,0.0,1,
0.48774359536952683,0.021588246100323616,-0.03426865916107344,0.0,0.0,1,
0.4867306954600241,0.030135356016723625,-0.02535569917936145,0.0,0.0,1,
0.4857119599756196,0.03853743983772695,-0.01656682697089018,0.0,0.0,1,
0.48468463799821937,0.04680534308151851,-0.007890888562560316,0.0,0.0,1,
0.4836477651860224,0.05495080802338931,0.000682774951840659,0.0,0.0,1,
0.48260169157082755,0.06298616925394518,0.00916465063044089,0.0,0.0,1,
0.4815476037792581,0.07092425408713326,0.01756479193492505,0.0,0.0,1,
0.48048765084758926,0.07877817067351855,0.025892160529217972,0.0,0.0,1,
0.47942506905891347,0.0865606166227939,0.03415446871922467,0.0,0.0,1,
0.4783637011903513,0.09428360386219692,0.04235815599025472,0.0,0.0,1,
0.47730751922057946,0.10195878617484666,0.05050818242079147,0.0,0.0,1,
0.47626075952740543,0.10959721016774726,0.05860782623795177,0.0,0.0,1,
0.47522806590354416,0.11720867558682319,0.06665852082975501,0.0,0.0,1,
0.4742140357281398,0.12480159964804033,0.07465976631062382,0.0,0.0,1,
0.47322277835313775,0.13238301659221352,0.08260915053029394,0.0,0.0,1,
0.4722580948073041,0.139958393172053,0.0905026659278399,0.0,0.0,1,
0.4713236742869449,0.14753144544875363,0.0983350036803457,0.0,0.0,1,
0.47042285469226297,0.1551039905097612,0.10609960848148928,0.0,0.0,1,
0.46955805179441434,0.16267586668703565,0.11378903561791096,0.0,0.0,1,
0.4687305685725889,0.1702449558372357,0.12139539320280002,0.0,0.0,1,
0.4679407874338612,0.17780749294664389,0.12891055005392893,0.0,0.0,1,
0.46718803921102364,0.185358343562661,0.13632629415046352,0.0,0.0,1,
0.466470049814309,0.19289103163182275,0.14363447455669962,0.0,0.0,1,
0.4657824227806487,0.20039805885012363,0.1508271593355648,0.0,0.0,1,
0.465118767806999,0.2078712980168318,0.15789684157720488,0.0,0.0,1,
0.4644708717799033,0.2153021407050315,0.1648368769510654,0.0,0.0,1,
0.463828308916555,0.22268158420275797,0.17164183097974697,0.0,0.0,1,
0.4631781004057651,0.23000029082526768,0.1783075158414832,0.0,0.0,1,
0.4625050339818887,0.23724865252399557,0.18483125455303132,0.0,0.0,1,
0.4617918884599198,0.24441689350758466,0.19121215128769728,0.0,0.0,1,
0.4610196163863274,0.2514953950553192,0.19745104393217514,0.0,0.0,1,
0.4601674882378365,0.25847492166872904,0.20355031917195995,0.0,0.0,1,
0.459213151810297,0.26534652948146525,0.20951361811527916,0.0,0.0,1,
0.4581333683633636,0.2721015443335473,0.21534545990095286,0.0,0.0,1,
0.45690466963462306,0.27873189441992435,0.22105081017964254,0.0,0.0,1,
0.4555039875918342,0.2852303730434477,0.22663462081524283,0.0,0.0,1,
0.45390941038039523,0.291590254821901,0.23210136662756356,0.0,0.0,1,
0.45210066295801876,0.29780505360652715,0.2374546044896543,0.0,0.0,1,
0.45005966877786213,0.30386855337830726,0.24269657960399038,0.0,0.0,1,
0.44777129429485196,0.3097746359840767,0.24782790330916266,0.0,0.0,1,
0.44522432473146495,0.31551708545400625,0.252847326308793,0.0,0.0,1,
